Season,Team,Team Salary,Team Salary (in millions),League,Wins,Losses,Winning %,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,ERA,SV,SVO,IP,Hit Allowed,Runs Allowed,ER Allowed,HR Allowed,BB Allowed,SO Pitched,AVG Allowed,WHIP,INN,TC,PO,A,E,DP,SBPCT,C_WP,FPCT,DER
2013,Oakland Athletics,68577000,68.6,AL,96,66,0.593,5521,767,1403,301,25,186,725,573,1178,74,28,0.254,0.327,0.419,0.745,3.56,46,67,1452,1339,625,574,163,428,1183,0.242,1.22,13068,5830,4356,1377,97,112,0.763,56,0.983,0.709
2013,Philadelphia Phillies,159578214,159.6,NL,73,89,0.451,5456,610,1355,255,32,140,578,417,1205,73,29,0.248,0.306,0.384,0.69,4.32,32,48,1436.1,1465,749,689,152,506,1199,0.265,1.37,12927,6020,4309,1614,97,141,0.765,48,0.984,0.68
2013,Pittsburgh Pirates,66289524,66.3,NL,94,68,0.58,5486,634,1346,273,35,161,603,469,1330,94,42,0.245,0.313,0.396,0.709,3.26,55,70,1470.2,1299,577,533,101,515,1261,0.238,1.23,13236,6442,4412,1924,106,154,0.688,81,0.984,0.7
2013,San Diego Padres,71689900,71.7,NL,76,86,0.469,5517,618,1349,246,26,146,578,467,1309,118,34,0.245,0.308,0.378,0.686,3.98,40,53,1455,1407,700,643,156,525,1171,0.255,1.33,13095,6146,4365,1698,83,140,0.713,51,0.986,0.698
2013,San Francisco Giants,142180333,142.2,NL,76,86,0.469,5552,629,1446,280,35,107,596,469,1078,67,26,0.26,0.32,0.381,0.702,4,41,54,1447.1,1380,691,643,145,521,1256,0.251,1.31,13026,5986,4342,1537,107,128,0.699,60,0.982,0.691
2013,Seattle Mariners,84295952,84.3,AL,71,91,0.438,5558,624,1318,249,17,188,597,529,1353,49,23,0.237,0.306,0.39,0.695,4.31,43,66,1465,1467,754,702,174,478,1297,0.259,1.33,13185,6128,4395,1645,88,149,0.748,74,0.986,0.684
2013,St. Louis Cardinals,116702085,116.7,NL,97,65,0.599,5557,783,1494,322,20,125,745,481,1110,45,22,0.269,0.332,0.401,0.733,3.42,44,64,1459.2,1366,596,555,112,451,1254,0.249,1.24,13137,6172,4379,1718,75,177,0.6,33,0.988,0.692
2013,Tampa Bay Rays,57030272,57,AL,92,71,0.564,5538,700,1421,296,23,165,670,589,1171,73,38,0.257,0.329,0.408,0.737,3.74,42,60,1464,1315,646,608,153,482,1310,0.24,1.23,13176,6044,4392,1593,59,147,0.783,69,0.99,0.708
2013,Texas Rangers,127197575,127.2,AL,91,72,0.558,5585,730,1465,262,23,176,691,462,1067,149,46,0.262,0.323,0.412,0.735,3.62,46,57,1463.1,1370,636,589,157,498,1309,0.248,1.28,13170,6025,4390,1549,86,146,0.682,68,0.986,0.695
2013,Toronto Blue Jays,118244039,118.2,AL,74,88,0.457,5537,712,1398,273,24,185,669,510,1123,112,41,0.252,0.318,0.411,0.729,4.25,39,58,1452,1451,756,685,195,500,1208,0.259,1.34,13068,6072,4356,1605,111,145,0.75,54,0.982,0.691
2013,Washington Nationals,112431770,112.4,NL,86,76,0.531,5436,656,1365,259,27,161,621,464,1192,88,28,0.251,0.313,0.398,0.71,3.59,47,68,1445.2,1367,626,576,142,405,1236,0.249,1.23,13011,5993,4337,1549,107,146,0.826,43,0.982,0.691
